sample_id,split,tier,family_id,filename,content,original_gold_level,original_gold_categories,original_ambiguity_flag,original_acceptable_alternative_levels,annotation_notes,pred_rules,pred_ml,pred_llm_small,pred_llm_mid,pred_llm_large,pred_hybrid,approaches_disagreeing_with_gold,llm_rationale_small,llm_rationale_mid,llm_rationale_large,disagreement_type,disagreement_type_code,taxonomy_ambiguity_flag,taxonomy_definitions_applicable,proposed_human_gold_level,proposed_human_gold_categories,proposed_ambiguity_flag,proposed_acceptable_alternative_levels,label_change_proposed,alternative_gold_if_taxonomy_clarified,reviewer_rationale,recommended_action,human_decision_required,priority,reviewer,human_decision,human_final_gold_level,human_final_gold_categories,human_final_ambiguity_flag,human_final_acceptable_alternative_levels,human_reviewer,human_review_date,human_comment
uc4-de62c38c69,dev,T1,phi_prescription_record,Pharmacy_Log_February.csv,"PRESCRIPTION RECORD
Patient: Felix Iglesias  (MRN-0984219)
Filled: 2025-09-07
Medication: ibuprofen 400 mg - 46 day supply, indication essential hypertension
Pharmacist: Joaquin Delacroix
",HIGHLY_CONFIDENTIAL,PHI,FALSE,,Patient name and MRN with medication; name is the only direct identifier so PHI only.,HIGHLY_CONFIDENTIAL | PHI conf=strong,HIGHLY_CONFIDENTIAL | PHI conf=0.62,HIGHLY_CONFIDENTIAL | PHI;PII conf=high,HIGHLY_CONFIDENTIAL | PHI conf=high,HIGHLY_CONFIDENTIAL | PHI conf=high,HIGHLY_CONFIDENTIAL | PHI conf=high,llm_small,"This is an individually identifiable prescription record linking a named patient and MRN to specific medication and medical indication (health data), so it meets PHI definitions and also contains personal identifiers (PII).","This is an individually identifiable prescription record containing a patient identifier plus medication and medical indication, which is PHI. PHI has a Highly Confidential floor, so the overall level is Highly Confidential.",This is individually identifiable health information because it links a named patient and MRN to a prescription and medical indication. PHI requires a Highly Confidential classification.,taxonomy_ambiguity,2,TRUE,"HIGHLY_CONFIDENTIAL: Regulated data, credentials, or strategically critical information whose disclosure could cause severe legal, financial, competitive or personal harm. || PII (floor CONFIDENTIAL): Information that identifies, or can be used to identify, an individual: government IDs, personal contact details, dates of birth, or personal circumstances about a named person. Business contact details alone (name, title, work email) are NOT PII under this policy. Does NOT apply: Corporate directory listing name, job title and work email; Masked identifiers such as XXX-XX-1234; A blank onboarding form template with empty fields. || PHI (floor HIGHLY_CONFIDENTIAL): Individually identifiable health information: diagnoses, treatments, test results, or insurance and claim details linked to an identifiable person. If a name is the only identifier, label PHI only; add PII when other direct identifiers also appear. Does NOT apply: Public health article about a condition; Aggregated, de-identified patient statistics; Blank patient intake form.",HIGHLY_CONFIDENTIAL,PHI,,,FALSE,HIGHLY_CONFIDENTIAL / PHI + PII (if a medical record number counts as another direct identifier),"The taxonomy says: ""If a name is the only identifier, label PHI only; add PII when other direct identifiers also appear."" The record has a patient name AND a medical record number (MRN). The gold annotation treats the name as the only direct identifier. The PII definition lists ""government IDs, personal contact details, dates of birth, or private personal circumstances"", and an MRN is none of those, so the gold follows the letter of the taxonomy. But an MRN is a direct patient identifier in ordinary usage, and the taxonomy never says where it falls, so a careful reviewer could add PII. The level is Highly Confidential either way, so only category scoring is affected. `small` and `large` add PII on 2 of the 5 documents each; `mid`, Rules, and the hybrid do not. The neighbouring family phi_workplace_injury_report is labeled PHI + PII because it also contains a personal phone number (contact details), which is consistent.","Keep the gold unchanged for now. HUMAN DECISION on the taxonomy: state whether an MRN (and similar record or employee ids) counts as a ""direct identifier"" for the PHI/PII rule. If yes, the gold for this family becomes PHI + PII; if no, add MRN to the PII ""does not apply"" list and the models that add PII are simply wrong.",TRUE,P2,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-3095e0ae30,dev,T1,phi_workplace_injury_report,Incident_407_Medical.pdf,"WORKPLACE INJURY REPORT
Employee: Ulrich Montgomery (ID E97884), personal phone (965) 555-0153
Date of incident: 2026-09-18
Location: Bristol warehouse
Injury: fracture of the left wrist; treating physician noted metformin 500 mg prescribed.
Manager: Amara Galvez
",HIGHLY_CONFIDENTIAL,PHI;PII,FALSE,,,"INTERNAL | - [abstained: default level, not a finding]",HIGHLY_CONFIDENTIAL | - conf=0.57,HIGHLY_CONFIDENTIAL | PHI;PII conf=high,HIGHLY_CONFIDENTIAL | PHI;PII conf=high,HIGHLY_CONFIDENTIAL | PHI;PII conf=high,HIGHLY_CONFIDENTIAL | PHI;PII conf=high,ml,"The document contains individually identifiable health information (diagnosis and medication) linked to a named employee plus personal contact and an employee ID, so PHI and PII apply and the PHI floor makes it Highly Confidential.","The document contains identifiable personal contact information and individually identifiable medical information about a named employee. PHI requires a Highly Confidential classification, and PII also clearly applies.","The document links a named employee and personal phone number to an injury and prescribed medication, so it contains identifiable health information and personal data. PHI raises the overall level to Highly Confidential.",genuine_model_error,3,FALSE,"INTERNAL: General business information intended for employees. Limited harm if disclosed externally; contains no regulated, strategic or credential content. || HIGHLY_CONFIDENTIAL: Regulated data, credentials, or strategically critical information whose disclosure could cause severe legal, financial, competitive or personal harm. || PII (floor CONFIDENTIAL): Information that identifies, or can be used to identify, an individual: government IDs, personal contact details, dates of birth, or personal circumstances about a named person. Business contact details alone (name, title, work email) are NOT PII under this policy. Does NOT apply: Corporate directory listing name, job title and work email; Masked identifiers such as XXX-XX-1234; A blank onboarding form template with empty fields. || PHI (floor HIGHLY_CONFIDENTIAL): Individually identifiable health information: diagnoses, treatments, test results, or insurance and claim details linked to an identifiable person. If a name is the only identifier, label PHI only; add PII when other direct identifiers also appear. Does NOT apply: Public health article about a condition; Aggregated, de-identified patient statistics; Blank patient intake form.",HIGHLY_CONFIDENTIAL,PHI;PII,,,FALSE,,"Only the supervised ML model disagrees with the gold label. It is known to over-classify to Highly Confidential and to omit categories (see the ML results); no other approach, and no reading of the taxonomy, supports its answer.",No label change.,FALSE,P4,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-4cd159c13e,dev,T1,phi_workplace_injury_report,Incident_890_Medical.pdf,"WORKPLACE INJURY REPORT
Employee: Nadia Yamada (ID E18283), personal phone (879) 555-0175
Date of incident: 2027-01-03
Location: Ottawa warehouse
Injury: fracture of the left wrist; treating physician noted gabapentin 300 mg prescribed.
Manager: Esperanza Hoffmann
",HIGHLY_CONFIDENTIAL,PHI;PII,FALSE,,,"INTERNAL | - [abstained: default level, not a finding]",HIGHLY_CONFIDENTIAL | - conf=0.55,HIGHLY_CONFIDENTIAL | PHI;PII conf=high,HIGHLY_CONFIDENTIAL | PHI;PII conf=high,HIGHLY_CONFIDENTIAL | PHI;PII conf=high,HIGHLY_CONFIDENTIAL | PHI;PII conf=high,ml,"The document contains individually identifiable health information (diagnosis and prescribed medication) linked to a named employee and direct personal identifiers (phone number and employee ID), so it meets PHI and PII definitions and requires HIGHLY_CONFIDENTIAL handling.","The document contains identifiable personal information and individually identifiable health information about a named employee. PHI has a Highly Confidential floor, so the overall level is Highly Confidential.","The document contains individually identifiable health information about a named employee, including an injury and prescribed medication, and it also includes personal contact information. PHI raises the classification to Highly Confidential.",genuine_model_error,3,FALSE,"INTERNAL: General business information intended for employees. Limited harm if disclosed externally; contains no regulated, strategic or credential content. || HIGHLY_CONFIDENTIAL: Regulated data, credentials, or strategically critical information whose disclosure could cause severe legal, financial, competitive or personal harm. || PII (floor CONFIDENTIAL): Information that identifies, or can be used to identify, an individual: government IDs, personal contact details, dates of birth, or personal circumstances about a named person. Business contact details alone (name, title, work email) are NOT PII under this policy. Does NOT apply: Corporate directory listing name, job title and work email; Masked identifiers such as XXX-XX-1234; A blank onboarding form template with empty fields. || PHI (floor HIGHLY_CONFIDENTIAL): Individually identifiable health information: diagnoses, treatments, test results, or insurance and claim details linked to an identifiable person. If a name is the only identifier, label PHI only; add PII when other direct identifiers also appear. Does NOT apply: Public health article about a condition; Aggregated, de-identified patient statistics; Blank patient intake form.",HIGHLY_CONFIDENTIAL,PHI;PII,,,FALSE,,"Only the supervised ML model disagrees with the gold label. It is known to over-classify to Highly Confidential and to omit categories (see the ML results); no other approach, and no reading of the taxonomy, supports its answer.",No label change.,FALSE,P4,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-7759eef801,dev,T1,phi_workplace_injury_report,Incident_397_Medical.pdf,"WORKPLACE INJURY REPORT
Employee: Jasmine Nwosu (ID E95402), personal phone (744) 555-0192
Date of incident: 2027-02-16
Location: Ottawa warehouse
Injury: concussion; treating physician noted lisinopril 10 mg prescribed.
Manager: Ivan Jovanovic
",HIGHLY_CONFIDENTIAL,PHI;PII,FALSE,,,"INTERNAL | - [abstained: default level, not a finding]",HIGHLY_CONFIDENTIAL | - conf=0.56,HIGHLY_CONFIDENTIAL | PHI;PII conf=high,HIGHLY_CONFIDENTIAL | PHI;PII conf=high,HIGHLY_CONFIDENTIAL | PHI;PII conf=high,HIGHLY_CONFIDENTIAL | PHI;PII conf=high,ml,"The document contains individually identifiable health information (diagnosis and prescribed medication) linked to a named employee, plus personal contact details and an employee ID; this meets PHI and PII definitions and warrants HIGHLY_CONFIDENTIAL handling.","The document contains identifiable employee personal contact information and individually identifiable medical information about an injury and medication. PHI requires a Highly Confidential classification, and PII also clearly applies.","This workplace injury report contains individually identifiable health information and personal contact details for a named employee. PHI sets a Highly Confidential floor, and PII also clearly applies.",genuine_model_error,3,FALSE,"INTERNAL: General business information intended for employees. Limited harm if disclosed externally; contains no regulated, strategic or credential content. || HIGHLY_CONFIDENTIAL: Regulated data, credentials, or strategically critical information whose disclosure could cause severe legal, financial, competitive or personal harm. || PII (floor CONFIDENTIAL): Information that identifies, or can be used to identify, an individual: government IDs, personal contact details, dates of birth, or personal circumstances about a named person. Business contact details alone (name, title, work email) are NOT PII under this policy. Does NOT apply: Corporate directory listing name, job title and work email; Masked identifiers such as XXX-XX-1234; A blank onboarding form template with empty fields. || PHI (floor HIGHLY_CONFIDENTIAL): Individually identifiable health information: diagnoses, treatments, test results, or insurance and claim details linked to an identifiable person. If a name is the only identifier, label PHI only; add PII when other direct identifiers also appear. Does NOT apply: Public health article about a condition; Aggregated, de-identified patient statistics; Blank patient intake form.",HIGHLY_CONFIDENTIAL,PHI;PII,,,FALSE,,"Only the supervised ML model disagrees with the gold label. It is known to over-classify to Highly Confidential and to omit categories (see the ML results); no other approach, and no reading of the taxonomy, supports its answer.",No label change.,FALSE,P4,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-b19d96eb75,dev,T1,phi_workplace_injury_report,Injury_Report_Choudhury.docx,"WORKPLACE INJURY REPORT
Employee: Rohan Choudhury (ID E20408), personal phone (287) 555-0146
Date of incident: 2026-05-03
Location: Rotterdam warehouse
Injury: fracture of the left wrist; treating physician noted sertraline 50 mg prescribed.
Manager: Marisol Choudhury
",HIGHLY_CONFIDENTIAL,PHI;PII,FALSE,,,"INTERNAL | - [abstained: default level, not a finding]",HIGHLY_CONFIDENTIAL | - conf=0.61,HIGHLY_CONFIDENTIAL | PHI;PII conf=high,HIGHLY_CONFIDENTIAL | PHI;PII conf=high,HIGHLY_CONFIDENTIAL | PHI;PII conf=high,HIGHLY_CONFIDENTIAL | PHI;PII conf=high,ml,"The document contains individually identifiable health information (injury details and a prescribed medication) and personal identifiers (name, employee ID, personal phone), so it is PHI and PII and must be classified as Highly Confidential.","The document contains identifiable employee personal contact information and individually identifiable health information about an injury and medication. PHI sets a Highly Confidential floor, so the overall level is Highly Confidential.","This workplace injury report contains individually identifiable health information and personal contact details for a named employee. PHI requires a Highly Confidential classification, and the personal phone number also clearly meets PII.",genuine_model_error,3,FALSE,"INTERNAL: General business information intended for employees. Limited harm if disclosed externally; contains no regulated, strategic or credential content. || HIGHLY_CONFIDENTIAL: Regulated data, credentials, or strategically critical information whose disclosure could cause severe legal, financial, competitive or personal harm. || PII (floor CONFIDENTIAL): Information that identifies, or can be used to identify, an individual: government IDs, personal contact details, dates of birth, or personal circumstances about a named person. Business contact details alone (name, title, work email) are NOT PII under this policy. Does NOT apply: Corporate directory listing name, job title and work email; Masked identifiers such as XXX-XX-1234; A blank onboarding form template with empty fields. || PHI (floor HIGHLY_CONFIDENTIAL): Individually identifiable health information: diagnoses, treatments, test results, or insurance and claim details linked to an identifiable person. If a name is the only identifier, label PHI only; add PII when other direct identifiers also appear. Does NOT apply: Public health article about a condition; Aggregated, de-identified patient statistics; Blank patient intake form.",HIGHLY_CONFIDENTIAL,PHI;PII,,,FALSE,,"Only the supervised ML model disagrees with the gold label. It is known to over-classify to Highly Confidential and to omit categories (see the ML results); no other approach, and no reading of the taxonomy, supports its answer.",No label change.,FALSE,P4,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-f6ecd62605,dev,T1,phi_workplace_injury_report,Injury_Report_Hargrove.docx,"WORKPLACE INJURY REPORT
Employee: Felix Hargrove (ID E81839), personal phone (445) 555-0196
Date of incident: 2027-09-05
Location: Tampere warehouse
Injury: fracture of the left wrist; treating physician noted gabapentin 300 mg prescribed.
Manager: Rosalind Underwood
",HIGHLY_CONFIDENTIAL,PHI;PII,FALSE,,,"INTERNAL | - [abstained: default level, not a finding]",HIGHLY_CONFIDENTIAL | - conf=0.60,HIGHLY_CONFIDENTIAL | PHI;PII conf=high,HIGHLY_CONFIDENTIAL | PHI;PII conf=high,HIGHLY_CONFIDENTIAL | PHI;PII conf=high,HIGHLY_CONFIDENTIAL | PHI;PII conf=high,ml,"The document contains individually identifiable health information (diagnosis and prescribed medication) and direct personal identifiers (name, employee ID, personal phone), so it qualifies as PHI and PII and must be treated as Highly Confidential.","The document contains identifiable employee personal contact information and individually identifiable health information about an injury and treatment. PHI has a Highly Confidential floor, so the overall level is Highly Confidential.","This injury report links a named employee and personal phone number to medical information, including an injury and prescribed medication. That makes it PHI and PII, and PHI sets the level to Highly Confidential.",genuine_model_error,3,FALSE,"INTERNAL: General business information intended for employees. Limited harm if disclosed externally; contains no regulated, strategic or credential content. || HIGHLY_CONFIDENTIAL: Regulated data, credentials, or strategically critical information whose disclosure could cause severe legal, financial, competitive or personal harm. || PII (floor CONFIDENTIAL): Information that identifies, or can be used to identify, an individual: government IDs, personal contact details, dates of birth, or personal circumstances about a named person. Business contact details alone (name, title, work email) are NOT PII under this policy. Does NOT apply: Corporate directory listing name, job title and work email; Masked identifiers such as XXX-XX-1234; A blank onboarding form template with empty fields. || PHI (floor HIGHLY_CONFIDENTIAL): Individually identifiable health information: diagnoses, treatments, test results, or insurance and claim details linked to an identifiable person. If a name is the only identifier, label PHI only; add PII when other direct identifiers also appear. Does NOT apply: Public health article about a condition; Aggregated, de-identified patient statistics; Blank patient intake form.",HIGHLY_CONFIDENTIAL,PHI;PII,,,FALSE,,"Only the supervised ML model disagrees with the gold label. It is known to over-classify to Highly Confidential and to omit categories (see the ML results); no other approach, and no reading of the taxonomy, supports its answer.",No label change.,FALSE,P4,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-288d0c258b,dev,T2,pii_manager_notes_private,1on1_Notes_Paloma.docx,"One-to-one notes - Paloma Jansen (Data Science)

Paloma told me in confidence that they are going through a divorce and are also waiting on the outcome of an immigration application, which is why they have asked to work from Lyon for a few months.
I said I would keep this between us and HR. Agreed a lighter workload until December.
",CONFIDENTIAL,PII,FALSE,,,"INTERNAL | - [abstained: default level, not a finding]",HIGHLY_CONFIDENTIAL | - conf=0.65,CONFIDENTIAL | PII conf=high,CONFIDENTIAL | PII conf=high,CONFIDENTIAL | PII conf=high,CONFIDENTIAL | PII conf=high,ml,"The document names an employee and describes sensitive personal circumstances (divorce and an immigration application), which are personally identifying and should be kept confidential.","The document contains sensitive personal circumstances about a named employee, which clearly meets the PII definition under this policy. External disclosure could harm the individual, but it does not contain regulated health, payment, credential, or similarly severe-content categories.","The document contains named-employee private personal circumstances, including family and immigration matters, which clearly meet the PII definition. Because this is non-public personal information, Confidential is the appropriate level.",genuine_model_error,3,FALSE,"INTERNAL: General business information intended for employees. Limited harm if disclosed externally; contains no regulated, strategic or credential content. || CONFIDENTIAL: Non-public business or personal information whose external disclosure could harm the organization or individuals. Need-to-know within the organization. || PII (floor CONFIDENTIAL): Information that identifies, or can be used to identify, an individual: government IDs, personal contact details, dates of birth, or personal circumstances about a named person. Business contact details alone (name, title, work email) are NOT PII under this policy. Does NOT apply: Corporate directory listing name, job title and work email; Masked identifiers such as XXX-XX-1234; A blank onboarding form template with empty fields.",CONFIDENTIAL,PII,,,FALSE,,"Only the supervised ML model disagrees with the gold label. It is known to over-classify to Highly Confidential and to omit categories (see the ML results); no other approach, and no reading of the taxonomy, supports its answer.",No label change.,FALSE,P4,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-4f1f0327ab,dev,T2,pii_manager_notes_private,1on1_Notes_Marisol.docx,"One-to-one notes - Marisol Halvorsen (Marketing)

Marisol told me in confidence that they are going through a divorce and are also waiting on the outcome of an immigration application, which is why they have asked to work from Nashville for a few months.
I said I would keep this between us and HR. Agreed a lighter workload until June.
",CONFIDENTIAL,PII,FALSE,,,"INTERNAL | - [abstained: default level, not a finding]",HIGHLY_CONFIDENTIAL | - conf=0.66,CONFIDENTIAL | PII conf=high,CONFIDENTIAL | PII conf=high,CONFIDENTIAL | PII conf=high,CONFIDENTIAL | PII conf=high,ml,"The document names an employee and records sensitive personal circumstances (divorce, immigration status) discussed in confidence; this is personal identifying information and should be treated as Confidential.","The document contains sensitive personal circumstances about a named employee, which clearly meets the PII definition under this policy. External disclosure could harm the individual, but it does not contain regulated health, payment, credential, or other Highly Confidential content.","The document contains a named employee's private family and immigration circumstances, which clearly meets the PII definition. External disclosure would harm the individual and the organization, but it does not contain higher-floor regulated data such as health, payment, government identifiers, or credentials.",genuine_model_error,3,FALSE,"INTERNAL: General business information intended for employees. Limited harm if disclosed externally; contains no regulated, strategic or credential content. || CONFIDENTIAL: Non-public business or personal information whose external disclosure could harm the organization or individuals. Need-to-know within the organization. || PII (floor CONFIDENTIAL): Information that identifies, or can be used to identify, an individual: government IDs, personal contact details, dates of birth, or personal circumstances about a named person. Business contact details alone (name, title, work email) are NOT PII under this policy. Does NOT apply: Corporate directory listing name, job title and work email; Masked identifiers such as XXX-XX-1234; A blank onboarding form template with empty fields.",CONFIDENTIAL,PII,,,FALSE,,"Only the supervised ML model disagrees with the gold label. It is known to over-classify to Highly Confidential and to omit categories (see the ML results); no other approach, and no reading of the taxonomy, supports its answer.",No label change.,FALSE,P4,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-66c7774ba3,dev,T2,pii_manager_notes_private,1on1_Notes_Oluwaseun.docx,"One-to-one notes - Oluwaseun Hargrove (Legal)

Oluwaseun told me in confidence that they are going through a divorce and are also waiting on the outcome of an immigration application, which is why they have asked to work from Leeds for a few months.
I said I would keep this between us and HR. Agreed a lighter workload until December.
",CONFIDENTIAL,PII,FALSE,,,"INTERNAL | - [abstained: default level, not a finding]",HIGHLY_CONFIDENTIAL | - conf=0.65,CONFIDENTIAL | PII conf=high,CONFIDENTIAL | PII conf=high,CONFIDENTIAL | PII conf=high,CONFIDENTIAL | PII conf=high,ml,"The document names an employee and describes private personal circumstances (divorce, immigration application and work-location request), which are identifying personal information; this fits PII and warrants Confidential handling.","The document contains named employee personal circumstances, including divorce and immigration status details, which are non-public personal information. Disclosure could harm the individual, but it does not contain regulated health, payment, credential, or similar highly confidential data.","The document contains a named employee's private family and immigration circumstances, which clearly qualifies as PII under the policy. It is non-public personal information that would plausibly harm the individual or organization if disclosed externally.",genuine_model_error,3,FALSE,"INTERNAL: General business information intended for employees. Limited harm if disclosed externally; contains no regulated, strategic or credential content. || CONFIDENTIAL: Non-public business or personal information whose external disclosure could harm the organization or individuals. Need-to-know within the organization. || PII (floor CONFIDENTIAL): Information that identifies, or can be used to identify, an individual: government IDs, personal contact details, dates of birth, or personal circumstances about a named person. Business contact details alone (name, title, work email) are NOT PII under this policy. Does NOT apply: Corporate directory listing name, job title and work email; Masked identifiers such as XXX-XX-1234; A blank onboarding form template with empty fields.",CONFIDENTIAL,PII,,,FALSE,,"Only the supervised ML model disagrees with the gold label. It is known to over-classify to Highly Confidential and to omit categories (see the ML results); no other approach, and no reading of the taxonomy, supports its answer.",No label change.,FALSE,P4,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-a8647f52f9,dev,T2,pii_manager_notes_private,Manager_Notes_July.txt,"One-to-one notes - Owen Xu (Finance)

Owen told me in confidence that they are going through a divorce and are also waiting on the outcome of an immigration application, which is why they have asked to work from Austin for a few months.
I said I would keep this between us and HR. Agreed a lighter workload until July.
",CONFIDENTIAL,PII,FALSE,,,"INTERNAL | - [abstained: default level, not a finding]",HIGHLY_CONFIDENTIAL | - conf=0.52,CONFIDENTIAL | PII conf=high,CONFIDENTIAL | PII conf=high,CONFIDENTIAL | PII conf=high,CONFIDENTIAL | PII conf=high,ml,"The document contains non-public personal information about a named employee, including sensitive personal circumstances (divorce, immigration status) that can identify and affect an individual, so it should be treated as Confidential PII.","The document contains sensitive personal circumstances about a named employee, which clearly meets the PII definition under this policy. It is non-public HR-related information whose disclosure could harm the individual, but it does not contain regulated health, payment, credential, or other Highly Confidential content.","These are non-public manager notes about a named employee's private family and immigration circumstances, which clearly qualifies as PII under the policy. External disclosure could harm the individual and the organization, so Confidential is appropriate.",genuine_model_error,3,FALSE,"INTERNAL: General business information intended for employees. Limited harm if disclosed externally; contains no regulated, strategic or credential content. || CONFIDENTIAL: Non-public business or personal information whose external disclosure could harm the organization or individuals. Need-to-know within the organization. || PII (floor CONFIDENTIAL): Information that identifies, or can be used to identify, an individual: government IDs, personal contact details, dates of birth, or personal circumstances about a named person. Business contact details alone (name, title, work email) are NOT PII under this policy. Does NOT apply: Corporate directory listing name, job title and work email; Masked identifiers such as XXX-XX-1234; A blank onboarding form template with empty fields.",CONFIDENTIAL,PII,,,FALSE,,"Only the supervised ML model disagrees with the gold label. It is known to over-classify to Highly Confidential and to omit categories (see the ML results); no other approach, and no reading of the taxonomy, supports its answer.",No label change.,FALSE,P4,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-b4fe4d5cb3,dev,T2,pii_manager_notes_private,1on1_Notes_Dmitri.docx,"One-to-one notes - Dmitri Farrow (Operations)

Dmitri told me in confidence that they are going through a divorce and are also waiting on the outcome of an immigration application, which is why they have asked to work from Singapore for a few months.
I said I would keep this between us and HR. Agreed a lighter workload until June.
",CONFIDENTIAL,PII,FALSE,,,"INTERNAL | - [abstained: default level, not a finding]",HIGHLY_CONFIDENTIAL | - conf=0.65,CONFIDENTIAL | PII conf=high,CONFIDENTIAL | PII conf=high,CONFIDENTIAL | PII conf=high,CONFIDENTIAL | PII conf=high,ml,"This document names an individual and describes sensitive personal circumstances (divorce and immigration status) about a named employee, which constitutes PII and warrants Confidential classification.","This is non-public manager/HR-style information about a named employee's private family and immigration circumstances, which clearly meets the PII definition. Disclosure could harm the individual and the organization, but the content does not clearly include a higher-floor category such as PHI, credentials, or payment data.","The document contains private personal circumstances about a named employee, including family and immigration matters, which clearly meets the PII definition. External disclosure could harm the individual, so Confidential is appropriate.",genuine_model_error,3,FALSE,"INTERNAL: General business information intended for employees. Limited harm if disclosed externally; contains no regulated, strategic or credential content. || CONFIDENTIAL: Non-public business or personal information whose external disclosure could harm the organization or individuals. Need-to-know within the organization. || PII (floor CONFIDENTIAL): Information that identifies, or can be used to identify, an individual: government IDs, personal contact details, dates of birth, or personal circumstances about a named person. Business contact details alone (name, title, work email) are NOT PII under this policy. Does NOT apply: Corporate directory listing name, job title and work email; Masked identifiers such as XXX-XX-1234; A blank onboarding form template with empty fields.",CONFIDENTIAL,PII,,,FALSE,,"Only the supervised ML model disagrees with the gold label. It is known to over-classify to Highly Confidential and to omit categories (see the ML results); no other approach, and no reading of the taxonomy, supports its answer.",No label change.,FALSE,P4,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-d44d3f8388,dev,T2,pii_manager_notes_private,1on1_Notes_Zane.docx,"One-to-one notes - Zane Oduya (Marketing)

Zane told me in confidence that they are going through a divorce and are also waiting on the outcome of an immigration application, which is why they have asked to work from Lyon for a few months.
I said I would keep this between us and HR. Agreed a lighter workload until December.
",CONFIDENTIAL,PII,FALSE,,,"INTERNAL | - [abstained: default level, not a finding]",HIGHLY_CONFIDENTIAL | - conf=0.65,CONFIDENTIAL | PII conf=high,CONFIDENTIAL | PII conf=high,CONFIDENTIAL | PII conf=high,CONFIDENTIAL | PII conf=high,ml,"The document contains a named employee and private personal circumstances (divorce and immigration application), which are personal identifiers and sensitive; this meets the PII definition and is non-public, so Confidential.","The document contains sensitive personal circumstances about a named employee, including divorce and immigration status details. This is non-public personal information that could harm the individual if disclosed, but it is not health, payment, credential, or other Highly Confidential category data.","These notes identify a named employee and describe private family and immigration circumstances, which clearly meet the PII definition. External disclosure would plausibly harm the individual, so Confidential is appropriate.",genuine_model_error,3,FALSE,"INTERNAL: General business information intended for employees. Limited harm if disclosed externally; contains no regulated, strategic or credential content. || CONFIDENTIAL: Non-public business or personal information whose external disclosure could harm the organization or individuals. Need-to-know within the organization. || PII (floor CONFIDENTIAL): Information that identifies, or can be used to identify, an individual: government IDs, personal contact details, dates of birth, or personal circumstances about a named person. Business contact details alone (name, title, work email) are NOT PII under this policy. Does NOT apply: Corporate directory listing name, job title and work email; Masked identifiers such as XXX-XX-1234; A blank onboarding form template with empty fields.",CONFIDENTIAL,PII,,,FALSE,,"Only the supervised ML model disagrees with the gold label. It is known to over-classify to Highly Confidential and to omit categories (see the ML results); no other approach, and no reading of the taxonomy, supports its answer.",No label change.,FALSE,P4,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-2154faf7ae,dev,T1,pub_careers_faq,Join_Foxglove.txt,"Join Foxglove Devices

We are hiring a Engineer in Legal to work with a small team on fleet tracker products. You will collaborate with customers, ship features and help shape our roadmap.

What we offer: flexible working, learning budget, and a friendly team in Valencia.
How to apply: send a short note and your resume through our public careers page.
",PUBLIC,,FALSE,,,"INTERNAL | - [abstained: default level, not a finding]",INTERNAL | - conf=0.37,PUBLIC | - conf=high,PUBLIC | - conf=high,PUBLIC | - conf=high,PUBLIC | - conf=high,ml,"This is a public job advertisement describing a role, benefits, and application instructions with no personal data, credentials, financials, or other sensitive business secrets.","This is a job posting clearly intended for public release, with no sensitive data categories present.","This is a hiring notice intended for public distribution, as indicated by the reference to a public careers page. It contains no sensitive data categories.",genuine_model_error,3,FALSE,"PUBLIC: Approved for, or already in, public release. Disclosure causes no harm. || INTERNAL: General business information intended for employees. Limited harm if disclosed externally; contains no regulated, strategic or credential content.",PUBLIC,,,,FALSE,,"Only the supervised ML model disagrees with the gold label. It is known to over-classify to Highly Confidential and to omit categories (see the ML results); no other approach, and no reading of the taxonomy, supports its answer.",No label change.,FALSE,P4,AI-assisted preliminary review (not human-validated),,,,,,,,
